;B29233_B29233_B29233_B29233;B29234_B29234_B29234_B29234;B32190_B32190_B32190_B32190;B33619_B33619_B33619_B33619;B33707_B33707_B33707_B33707;B33735_B33735_B33735_B33735;B34065_B34065_B34065_B34065;B34084_B34084_B34084_B34084;B34139_B34139_B34139_B34139;B34631_B34631_B34631_B34631;B34682_B34682_B34682_B34682;B34879_B34879_B34879_B34879;B41528_B41528_B41528_B41528;B41529_B41529_B41529_B41529;B42826_B42826_B42826_B42826;B42870_B42870_B42870_B42870;B42871_B42871_B42871_B42871;B42904_B42904_B42904_B42904;B42961_B42961_B42961_B42961;B43003_B43003_B43003_B43003;B43391_B43391_B43391_B43391;B43392_B43392_B43392_B43392;B43425_B43425_B43425_B43425;B43561_B43561_B43561_B43561;B43562_B43562_B43562_B43562;B44275_B44275_B44275_B44275;B44276_B44276_B44276_B44276;B45009_B45009_B45009_B45009;B45010_B45010_B45010_B45010;B45033_B45033_B45033_B45033;B45514_B45514_B45514_B45514;B45515_B45515_B45515_B45515;B45516_B45516_B45516_B45516;B45517_B45517_B45517_B45517;B48582_B48582_B48582_B48582;B48686_B48686_B48686_B48686;B48687_B48687_B48687_B48687;B49784_B49784_B49784_B49784;B50845_B50845_B50845_B50845;B51063_B51063_B51063_B51063;B51658_B51658_B51658_B51658;B51667_B51667_B51667_B51667;B51669_B51669_B51669_B51669;B51702_B51702_B51702_B51702;B52820_B52820_B52820_B52820;B53100_B53100_B53100_B53100;B53291_B53291_B53291_B53291;B53583_B53583_B53583_B53583;B53585_B53585_B53585_B53585;B53586_B53586_B53586_B53586;B53844_B53844_B53844_B53844;B53845_B53845_B53845_B53845;B53846_B53846_B53846_B53846;B53982_B53982_B53982_B53982;B54527_B54527_B54527_B54527;B54654_B54654_B54654_B54654;B54657_B54657_B54657_B54657;B54825_B54825_B54825_B54825;B54826_B54826_B54826_B54826;B54827_B54827_B54827_B54827;B54828_B54828_B54828_B54828;B54829_B54829_B54829_B54829;B54875_B54875_B54875_B54875;B54897_B54897_B54897_B54897;B54898_B54898_B54898_B54898;B54899_B54899_B54899_B54899;B54900_B54900_B54900_B54900;B56137_B56137_B56137_B56137;B56138_B56138_B56138_B56138;B56139_B56139_B56139_B56139;B56304_B56304_B56304_B56304;B56946_B56946_B56946_B56946;B56947_B56947_B56947_B56947;B56960_B56960_B56960_B56960;B57017_B57017_B57017_B57017;B57146_B57146_B57146_B57146;B57147_B57147_B57147_B57147;B57328_B57328_B57328_B57328;B57460_B57460_B57460_B57460;B57461_B57461_B57461_B57461;B59003_B59003_B59003_B59003;B59123_B59123_B59123_B59123;B59459_B59459_B59459_B59459;B59739_B59739_B59739_B59739;B60344_B60344_B60344_B60344;B60420_B60420_B60420_B60420;B60554_B60554_B60554_B60554;B60739_B60739_B60739_B60739
B34682_B34682_B34682_B34682;0.160554005934;0.169174175338;0.188767373525;0.194627588145;0.194127781828;0.194845495218;0.17025089421;0.188706383595;0.172604004452;0.169308661574;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B34879_B34879_B34879_B34879;0.169047548472;0.172149145149;0.188499614103;0.194202461743;0.194265202178;0.19436331727;0.17476562101;0.188194131858;0.176735052007;0.17337928129;0.173426043472;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B41528_B41528_B41528_B41528;0.177936009992;0.181069561122;0.18573146454;0.19220967071;0.192307536255;0.192313456494;0.183492427261;0.183681944959;0.185362842782;0.181821384987;0.18207379067;0.181434111393;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B41529_B41529_B41529_B41529;0.180107662239;0.182583217026;0.186746229445;0.193627629742;0.193096344147;0.19368153725;0.184858752225;0.185720553634;0.186455728511;0.183874817449;0.182952816319;0.183279344476;0.17467251631;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B42826_B42826_B42826_B42826;0.173750128815;0.176817376098;0.187642788501;0.193572471665;0.193694329207;0.193789473073;0.179156761474;0.187227863116;0.180914259784;0.177837434415;0.177095985763;0.17673446758;0.180641067539;0.182373179427;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B42870_B42870_B42870_B42870;0.179703087237;0.182425961314;0.184108871796;0.190752483759;0.190892178628;0.191138101745;0.185286287237;0.181049827643;0.187220853884;0.183212060527;0.183278256435;0.182536076912;0.177597495082;0.179550436884;0.181956540767;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B42871_B42871_B42871_B42871;0.179761677182;0.182671140979;0.184327189763;0.19116893457;0.191175829812;0.191192421962;0.184794547141;0.181267891262;0.186891433043;0.183209214673;0.183273019736;0.182693123926;0.177950217107;0.179770893074;0.181618674231;0.174930546487;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B42904_B42904_B42904_B42904;0.183550103889;0.18661559237;0.184437428976;0.189088515988;0.18884341348;0.189379714503;0.188994992457;0.187226261013;0.190808665303;0.187087753571;0.18719894298;0.186838594635;0.183295011687;0.185158867115;0.186191471822;0.181071875766;0.181669759413;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B42961_B42961_B42961_B42961;0.185113849001;0.187707235817;0.185397457623;0.190218987088;0.1901127728;0.190529672265;0.190066455317;0.18783618997;0.191894402613;0.188282572016;0.188757381479;0.188145181865;0.18440382319;0.186597298141;0.187228050421;0.182559368201;0.182838490025;0.173119475986;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B43003_B43003_B43003_B43003;0.186587430567;0.18915961429;0.186813409388;0.191288878167;0.191143813996;0.191497302617;0.190313347159;0.188924869034;0.192210800945;0.189776281316;0.18966881275;0.189909891099;0.186386529743;0.187683333653;0.188971092195;0.184612235397;0.184543064089;0.175725069557;0.177524507828;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B43391_B43391_B43391_B43391;0.178716315251;0.180955776753;0.191252760545;0.19719928747;0.197134201279;0.197543134659;0.182857998807;0.190418709146;0.184264372651;0.181705545165;0.181568166362;0.180596739302;0.184748877196;0.18634186032;0.179560972169;0.186251424638;0.186561818141;0.190375760274;0.191274064614;0.192235116486;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B43392_B43392_B43392_B43392;0.173518539833;0.176893763647;0.187454110043;0.194030295793;0.193257588275;0.193917772855;0.178735286053;0.187491324863;0.180675337345;0.177494898904;0.177171158508;0.17666035268;0.180911760664;0.181971761977;0.175819626789;0.181880069242;0.182247526961;0.186485627504;0.186941891683;0.188178617145;0.171343909004;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B43425_B43425_B43425_B43425;0.174527245735;0.177681785254;0.186352389825;0.193037523699;0.192602675668;0.193197715965;0.179565379302;0.186251926568;0.181439109379;0.178615183472;0.177975648239;0.178127049379;0.179294142793;0.180511780967;0.176606010937;0.180452601717;0.180798521873;0.184700372329;0.185670762033;0.187045326277;0.181209885716;0.176320855818;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B43561_B43561_B43561_B43561;0.171050035701;0.17436789004;0.182955312015;0.190086177135;0.190047574153;0.190653827683;0.177646111246;0.182882371579;0.179934056598;0.175249152655;0.17536718368;0.174877461264;0.175565455756;0.177346819846;0.173475389262;0.176130893327;0.176548542424;0.180849282725;0.182474593776;0.184539973474;0.179048787695;0.174319134195;0.171846557374;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B43562_B43562_B43562_B43562;0.18025402508;0.182658424545;0.189940741298;0.19629912495;0.195548543321;0.195905303465;0.184331477476;0.189345272615;0.185705075166;0.18329377579;0.183361763467;0.182768717004;0.183434045893;0.184784174697;0.181832721932;0.184665058704;0.184975665293;0.189041862669;0.190408024456;0.190900170466;0.185225328325;0.181206059928;0.179280425128;0.173070054052;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B44275_B44275_B44275_B44275;0.177124663088;0.179631404163;0.187349574647;0.194022445902;0.19381531139;0.194057298394;0.182238597371;0.187482766853;0.183844828768;0.180588818854;0.18048206368;0.180169957947;0.180377630654;0.182367033494;0.178864560915;0.182409793076;0.182096732985;0.185919051696;0.187559934693;0.188675394522;0.183544277793;0.17908587185;0.176834731629;0.168803544519;0.176993712639;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B44276_B44276_B44276_B44276;0.175557875068;0.178396902309;0.187053102418;0.1933394234;0.19295168044;0.193694818831;0.180894015468;0.186513357812;0.182838498804;0.179749620395;0.179208026949;0.179392693927;0.179424838757;0.180933837954;0.177788510116;0.180856883175;0.181225470973;0.185153626502;0.186368438311;0.187390393149;0.182238080948;0.177341244235;0.175282370971;0.168841399144;0.176431831113;0.172245669701;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B45009_B45009_B45009_B45009;0.165986951588;0.170649004733;0.189525535934;0.195044793841;0.194549876481;0.19534902296;0.171027317388;0.189302021554;0.172660844524;0.169289882417;0.169235109093;0.175004752348;0.182583488642;0.184316878003;0.178653827103;0.184167911417;0.184176465944;0.188073566195;0.189045556976;0.190113935905;0.182505865176;0.177839209532;0.178877754676;0.176745474096;0.183513258362;0.181224548641;0.179909834632;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B45010_B45010_B45010_B45010;0.165485362357;0.16971534218;0.188703468319;0.194482269332;0.193591197287;0.19435532483;0.170644299849;0.188497977891;0.171351209102;0.168689440466;0.168208124757;0.172945632051;0.181533279306;0.182924648049;0.17696971103;0.183046305149;0.183336522411;0.187065554481;0.188221415926;0.189115024088;0.181417124368;0.176673756168;0.177649218725;0.175211656355;0.183078997559;0.180448494367;0.179226143277;0.162025752661;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B45033_B45033_B45033_B45033;0.166008830357;0.17097034582;0.189426582142;0.194652132865;0.194871416128;0.195077613676;0.171906802318;0.189175632361;0.172736697422;0.169933643975;0.169441581314;0.174286337907;0.18233352691;0.184446837563;0.177532269104;0.184125589651;0.184149080522;0.187830843816;0.188759107949;0.190302366586;0.18222275298;0.177946580752;0.178807940956;0.176364328351;0.184125808072;0.181356465279;0.180292802209;0.161754330792;0.163031942882;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B45514_B45514_B45514_B45514;0.16624328195;0.170361015016;0.18973501331;0.195243304474;0.194891214831;0.195320301318;0.171468351285;0.189673385086;0.172423156035;0.169747337428;0.169118005501;0.174524738186;0.183037005017;0.18444124559;0.178751905282;0.184393584008;0.184851532276;0.188452933412;0.189718397076;0.190600941995;0.182004767188;0.177967413815;0.17891061571;0.1770788352;0.184167502021;0.18166961206;0.180887744331;0.169776715849;0.167881674785;0.169224393986;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B45515_B45515_B45515_B45515;0.166406693086;0.170753316836;0.189184401227;0.194361674216;0.194635756138;0.194537676066;0.17163053123;0.188782945024;0.172759060788;0.169026497051;0.169591260286;0.173770553606;0.182394423855;0.184130266316;0.177982502412;0.184360839399;0.183787851499;0.187778478533;0.188753281084;0.190060772363;0.182159975257;0.17793686825;0.179035593645;0.17621448375;0.183931837402;0.181306338043;0.180868248384;0.168517495103;0.167417519702;0.167909853119;0.155779069201;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B45516_B45516_B45516_B45516;0.16459473068;0.168974031842;0.188231675499;0.194119694126;0.193876455348;0.194342281288;0.17021248956;0.187975835009;0.171787811378;0.167998077847;0.168067821079;0.173134235438;0.181096086285;0.18294006126;0.176930169106;0.182888248047;0.182877073478;0.18684260403;0.188216829394;0.189051990064;0.181473494563;0.17644455417;0.177621401566;0.174870065376;0.182305782266;0.180328805899;0.178821945847;0.168184759677;0.166633953913;0.168218392908;0.162175796176;0.161568950862;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B45517_B45517_B45517_B45517;0.167362727;0.17097500707;0.19003803497;0.195074623458;0.195033567891;0.19528610506;0.172838638979;0.189055848922;0.173348613535;0.169697932727;0.169730504303;0.174574262226;0.182772433071;0.185132174538;0.178011928147;0.184557564555;0.184695853078;0.188323635177;0.189362175862;0.190769584537;0.182656876935;0.178416362521;0.179531793203;0.176965550628;0.184221399455;0.18175991755;0.181095957122;0.169379158637;0.168653400708;0.169665490525;0.164171063893;0.152902980389;0.156574933732;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B48582_B48582_B48582_B48582;0.193233669599;0.195647141924;0.194490699367;0.153123556815;0.152319553245;0.153212340861;0.196672979595;0.195684361717;0.197548704125;0.195988032734;0.195627007012;0.195877565398;0.193899587659;0.194683705386;0.195478621171;0.192745124163;0.192883228659;0.19080541797;0.191575225809;0.192402931144;0.19845908902;0.194484295256;0.194148304536;0.191726415622;0.196753538509;0.195235116219;0.194514541303;0.195888223293;0.195231850936;0.196685852534;0.195989587664;0.195851563191;0.195072054205;0.196385982318;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B48686_B48686_B48686_B48686;0.191751337551;0.193679315501;0.193768372605;0.152040349029;0.150557885072;0.152330815885;0.194919979687;0.194712284228;0.196491795725;0.194451182726;0.194337381444;0.19454910118;0.192537245395;0.193399288559;0.193970456356;0.191186103704;0.191271561842;0.189148655478;0.190493157391;0.191064149887;0.197445495853;0.193430931235;0.192583538111;0.19063186537;0.196022720325;0.19445858082;0.193230057269;0.194694725462;0.193972861162;0.194894626329;0.19490740856;0.194645678829;0.193622104023;0.195045357782;0.137821751725;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B48687_B48687_B48687_B48687;0.189330776131;0.191933463924;0.19100256773;0.149375841942;0.149224917375;0.149367991326;0.193682880136;0.192948265416;0.195086567653;0.19221493438;0.19212542804;0.192019156755;0.190295698568;0.191636465461;0.191769446163;0.188777422341;0.188792486313;0.186726020837;0.187724686672;0.189370407241;0.195603626128;0.191560395577;0.190858428749;0.187599053998;0.19460437423;0.191971592173;0.191172599007;0.192799004685;0.191820501942;0.192485558248;0.193197066618;0.192162132935;0.191805454278;0.193088181791;0.134864875807;0.132650192677;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B49784_B49784_B49784_B49784;0.160099838432;0.165243685918;0.186126005359;0.192341553289;0.191622195832;0.192377485385;0.16674987946;0.186293139563;0.168637648533;0.16417152669;0.164866400194;0.169878576164;0.178402517006;0.180484109612;0.174253145104;0.180221815531;0.180328338836;0.18400434473;0.18551486755;0.186579543913;0.179062206165;0.173828225611;0.174940092243;0.171450996402;0.180840317484;0.177566255333;0.176119324782;0.164532060474;0.16339199547;0.165299466758;0.144471307994;0.151556031843;0.159092951197;0.157729828277;0.193320931005;0.191932135897;0.189371296889;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B50845_B50845_B50845_B50845;0.192492463368;0.194931399426;0.193643774878;0.144753608128;0.143884718996;0.144997533911;0.195613566746;0.19559820645;0.196926586385;0.19548305831;0.194968571072;0.195100192058;0.193994574858;0.194119139327;0.194929485795;0.192576715106;0.192523028186;0.190828476539;0.191754418593;0.192404297503;0.198006882008;0.194231203817;0.193773331425;0.191748234374;0.196273451784;0.195098767296;0.194071902713;0.195086967433;0.19463144581;0.195463631519;0.195381631207;0.195172825065;0.194475467204;0.195677884238;0.142136358951;0.14152023996;0.138933272194;0.192500300502;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B51063_B51063_B51063_B51063;0.192116739522;0.194399640352;0.193936114932;0.152297384048;0.151521949805;0.152325905403;0.195374241015;0.195167887997;0.196652638133;0.195072428087;0.194863981131;0.194779502163;0.193388105912;0.193878933132;0.194326336046;0.191835289806;0.19206658048;0.189762247522;0.190659357704;0.191831715922;0.19755652828;0.194023538062;0.193240668953;0.190911690837;0.196082343151;0.194730247432;0.193710560104;0.195054090085;0.194636433029;0.195503924599;0.195431616413;0.195088721566;0.194112196434;0.195331709737;0.150779340853;0.149563618504;0.147722277889;0.192305745634;0.140370618236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B51658_B51658_B51658_B51658;0.184405944462;0.186658392008;0.183685515463;0.191427472876;0.191609718424;0.191639510303;0.189034569693;0.187279884649;0.191044835513;0.187477244139;0.187843790679;0.187523447581;0.18427766085;0.185921094694;0.186250612973;0.182382754157;0.182606444873;0.181656308929;0.182247424615;0.184133437936;0.190538301351;0.186607919863;0.185213402184;0.181735697302;0.188951116526;0.187019395386;0.186040935188;0.18860502179;0.187516635315;0.188360518881;0.188983921234;0.188442342838;0.187276794783;0.188740378475;0.193124066414;0.191918629243;0.189528685122;0.185072578596;0.193004524814;0.192196347313;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B51667_B51667_B51667_B51667;0.183183224496;0.185535640565;0.182706731303;0.190769344448;0.190612614529;0.191268561113;0.187641275374;0.187035999764;0.18982730812;0.186637414937;0.186561565713;0.186282208607;0.182828052463;0.184546456305;0.185434511005;0.181317391913;0.181371867366;0.179801996573;0.181696068675;0.182670876867;0.189679800622;0.184710928238;0.183823661905;0.180337804194;0.187696637736;0.185795588291;0.184193135237;0.187329044581;0.186308422864;0.187282538963;0.187336853164;0.187176953894;0.185903231682;0.187840344459;0.192359918521;0.19088504171;0.188812525314;0.183386604279;0.191903508379;0.190929003726;0.176561987199;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B51669_B51669_B51669_B51669;0.182225882203;0.18513130883;0.181581015314;0.190122924955;0.190118707581;0.190359294484;0.187408748645;0.186462861231;0.189349873265;0.185656560846;0.185821234712;0.184883756045;0.181841608082;0.184040146018;0.184405242129;0.18026145082;0.180736039818;0.179283289017;0.180254982164;0.182234430193;0.188972676232;0.184578676816;0.183109698716;0.179111901398;0.187694737943;0.184935520711;0.183822337469;0.187103703911;0.1857729727;0.186248269388;0.186993427959;0.186408164276;0.185167701088;0.186963844751;0.191887572002;0.190650102202;0.188027818052;0.182300868537;0.191543963192;0.190858733068;0.173756062746;0.174914676632;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B51702_B51702_B51702_B51702;0.179250314513;0.18293132212;0.180311875593;0.188885930758;0.188410431256;0.189083937404;0.18545429879;0.184859229411;0.18780587974;0.184127226563;0.183846154179;0.183879803714;0.180564075024;0.181832193156;0.183074583157;0.179087229346;0.178548931218;0.177953550309;0.178783509834;0.18003987858;0.187724936467;0.182474211401;0.181002939323;0.177011076068;0.185689069208;0.183276520172;0.181666570372;0.184797984666;0.183410094718;0.184697186428;0.185359143781;0.184761955105;0.183061262221;0.185344633901;0.190050213564;0.188752448825;0.186323971795;0.180039137906;0.189853604532;0.189117969322;0.174142900295;0.172785614584;0.173400664576;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B52820_B52820_B52820_B52820;0.165808860855;0.170016313347;0.189782821642;0.195049342836;0.1948786937;0.195685354345;0.171956283166;0.18935497817;0.17215032816;0.168436652718;0.169092691865;0.174582879485;0.182899882937;0.184595509592;0.178308080768;0.184557194653;0.184631712717;0.188018791467;0.189629230562;0.190420443801;0.182466006252;0.178344032848;0.179383477876;0.176866476268;0.183879327559;0.181777711233;0.180579573936;0.17038164482;0.16902780533;0.170304105384;0.170593816526;0.169556343019;0.168937439291;0.17042686502;0.196146136876;0.194923181974;0.193214898833;0.165446702276;0.195536099169;0.195245441784;0.188888626525;0.187240583793;0.186847804435;0.1853111822;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B53100_B53100_B53100_B53100;0.165782956987;0.170206496841;0.189372532635;0.195108093984;0.194529869198;0.195097002717;0.17088500889;0.188837962575;0.171424222037;0.166304764911;0.170025809107;0.173963931111;0.182376923568;0.183723087842;0.177940638066;0.18404319578;0.183821844947;0.187974540372;0.188979224222;0.190134036823;0.182232566097;0.177609796865;0.178639402035;0.176197884829;0.183602941903;0.181451320846;0.17988203661;0.170172432977;0.168580390482;0.170265365175;0.169924262595;0.169175091248;0.168488986923;0.170826487246;0.195766253845;0.19487764872;0.192681571075;0.165322237935;0.195165073579;0.194814322039;0.188225966361;0.186932111342;0.186633379675;0.184539438191;0.169267475568;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
